Latitude,Longitude
-37.84538496878227,145.3421737607322
-37.877404053032876,145.34889669204966
-37.93334781596128,145.33734627537106
-37.90369314341564,145.30262506172187
-37.88610016367792,145.35797751478657
-37.848459823160496,145.30139381126654
-37.920111368214336,145.3528370212745
-37.86185279821989,145.31843848936498
-37.873057099855544,145.29619193727873
-37.82518251119239,145.32623007709773
-37.91402112490387,145.33922526444897
-37.8414721099908,145.34094082668062
-37.892511610231864,145.36150419710668
-37.82538351767168,145.34656382870833
-37.886552059527524,145.35268394307747
-37.87431532914087,145.36094322625917
-37.91357758523774,145.31372508746375
-37.86340975541955,145.30778229217003
-37.883083420079096,145.33820507947684
-37.93400667067703,145.32489376223927
-37.8478600056225,145.34148426022557
-37.90638477154095,145.35108626170737
-37.85355195616482,145.31966223176272
-37.89766607896512,145.33908249645455
-37.92986160954298,145.33346476730728
-37.86988700637889,145.30903940295192
-37.9032277368317,145.36055060383944
-37.90941557540263,145.3023150689627
-37.88899387239928,145.3526511515495
-37.918497787109004,145.31067429481348
-37.857823668262235,145.31307156967034
-37.88220972734475,145.30789021655255
-37.92264904136907,145.33546542679397
-37.82986929047687,145.33269721385747
-37.90434010691632,145.36655087328023
-37.87106888241849,145.34703757783544
-37.84688542772289,145.3444125327528
-37.84694502593297,145.31476219553184
-37.84989832472547,145.33518514746453
-37.90618002815802,145.3217550670454
-37.87293890517012,145.37118503246458
-37.91521034583622,145.3455916889214
-37.893138610506156,145.35992577024356
-37.86703341908597,145.3624458338436
-37.88920191297245,145.31872593140633
-37.926775432862335,145.3402491069402
-37.851127056658314,145.35432966891452
-37.902207156017,145.31461665922615
-37.8421065476604,145.32432862453467
-37.82701315979919,145.3327689000193
-37.89513194306865,145.32785586452846
-37.91074223285309,145.35484355799233
-37.893358320045316,145.33015448997975
-37.917513646880586,145.30682453390412
-37.86501098566707,145.29566090828587
-37.842606420180935,145.3284254002817
-37.91483942794076,145.32298736031598
-37.9028135917857,145.31835666830818
-37.859286349318026,145.34387381838377
-37.867376480068415,145.34741414125511
-37.911060433510876,145.31437734151498
-37.8822949449607,145.2940231504494
-37.87913957991998,145.33044268668044
-37.84538483232149,145.32773640650197
-37.85870582250545,145.30905130525773
-37.933226327600565,145.33290482059525
-37.89167086994995,145.35137792859038
-37.84727507354572,145.3566742838889
-37.82616826544367,145.34160212750493
-37.831055792469044,145.32553419570868
-37.879896613813514,145.32737102781283
-37.89463100314349,145.31147751636712
-37.89652322686102,145.37423583857856
-37.90739569033278,145.3135419142884
-37.82363028213926,145.33379151716602
-37.880861398957535,145.33277975252048
-37.87243915489191,145.30921091027676
-37.88256250787463,145.31024572712852
-37.87751028733596,145.3192082426762
-37.86612128854948,145.34158802392284
-37.86053669245375,145.34788953748844
-37.94312817058159,145.33515780721225
-37.88780456144319,145.30501759702383
-37.868494901294746,145.32031800887466
-37.93289921533464,145.34173239341686
-37.911011262574554,145.3184836658427
-37.847007484380974,145.33897465898903
-37.93537492758496,145.35068005327446
-37.89249526865828,145.34888643698278
-37.838071552603395,145.32657334930875
-37.87389758932788,145.33501409094507
-37.902767066167776,145.30065942809836
-37.87131702594555,145.35988469274753
-37.856868485790706,145.3638539996893
-37.842237417085826,145.35381660890593
-37.91206236143894,145.30211984439933
-37.878914208692315,145.3726513139244
-37.85141924554629,145.3662142680117
-37.93717767534823,145.337500104173
-37.927194268162864,145.3536580742206
-37.8836124128038,145.37375362603862
-37.84561796555923,145.354771699836
-37.88127649438125,145.29548145405013
-37.91525705451922,145.35934459994854
-37.929018734451226,145.33863541889548
-37.84595280626651,145.32699980740222
-37.90771169124066,145.37172022074265
-37.86986433569483,145.3414190373835
-37.88992137615613,145.29943082892228
-37.84902350273432,145.33519050574745
-37.85471708692513,145.29881402880986
-37.83949774789132,145.3572372857315
-37.848588145930016,145.31723796631672
-37.86422878363218,145.34744871836506
-37.86894252094776,145.34171783906936
-37.90845300065936,145.345268245559
-37.88352974343122,145.3550829524371
-37.86000669725072,145.35816122821484
-37.895105255969796,145.33152531090593
-37.85241674895079,145.3130410181158
-37.83338244843101,145.35470910185538
-37.85601711641809,145.36284095852636
-37.849131577498426,145.32075093745058
-37.88113659002683,145.3463630736711
-37.85652245901474,145.32107730567583
-37.92540134080546,145.3189248265789
-37.93635768588392,145.3123501700837
-37.886296816165164,145.29867857662012
-37.888149055060424,145.29299488072238
-37.8804193231241,145.36713386202763
-37.8783902813408,145.33242166678403
-37.86670544754985,145.30261750858585
-37.889380644023674,145.3368559680094
-37.88740219093687,145.3424180539817
-37.92804452772056,145.35191470528812
-37.84789420467982,145.3572261395564
-37.84295986883573,145.32891365460455
-37.8522711877408,145.35423935542437
-37.91194400271478,145.36967090383118
-37.86534242484965,145.30140985746922
-37.8861248534554,145.3010498621792
-37.9291398081416,145.33586141668926
-37.91849451610264,145.3385408813009
-37.90274621170762,145.36966687074548
-37.895045161963374,145.31559254711587
-37.86649484627119,145.32484471677776
-37.82793127925422,145.3369729666641
-37.90648217406651,145.31970118797724
-37.88853129843571,145.35522561361415
-37.9165102721941,145.30058222666543
-37.901832456757404,145.30671132200962
-37.82927656668795,145.33309783387145
-37.91626390330627,145.32338958076613
-37.88157077601506,145.3644308406723
-37.87267903809345,145.32083874236378
-37.83961658110434,145.3106479501185
-37.84700667527436,145.31734896528548
-37.893345510054715,145.3709494447618
-37.92064765640178,145.33843441204849
-37.84388192545162,145.31120585577952
-37.85989971778714,145.32162811933853
-37.82481810436999,145.33511675715928
-37.84253646390585,145.3579982543656
-37.890139868122425,145.30155063225575
-37.895963256618984,145.35231475069293
-37.84812939239454,145.33832641775183
-37.8901203183352,145.3183202066083
-37.884889001887515,145.32546622251746
-37.90232654691037,145.34486887821512
-37.93755119421616,145.35245419578774
-37.859128156986316,145.3554470475532
-37.86456130783244,145.3273670310568
-37.92319945036455,145.32072326083434
-37.888825055488795,145.3069450640979
-37.911106456405065,145.3283125200634
-37.92183947111521,145.3507942590592
-37.92527336567537,145.33427860417908
-37.84373106327013,145.33184199584386
-37.850368359656656,145.33081884314166
-37.85651052882386,145.37001153187205
-37.886190093946155,145.2981622775387
-37.855415870335015,145.3400100966398
-37.93802015271683,145.33454157904302
-37.87850708696107,145.31564554444608
-37.88049577259315,145.33610114913893
-37.84881024416359,145.32795011080543
-37.87617205611908,145.31246481121846
-37.83066492638021,145.31311494383564
-37.8833,145.3333
-37.77102435895607,144.92665729094253
-37.846126375129344,144.94882504697222
-37.82390449207446,144.95280062269993
-37.8117924617146,145.0010028640908
-37.77645792097846,144.9785395442031
-37.79667550979032,145.00735006494287
-37.83892885594491,144.96623420143837
-37.83421593221172,144.93283018625704
-37.85088538320928,144.99742766583293
-37.81798984665453,144.9123772245267
-37.8721164046437,144.974767604358
-37.76379992083464,144.98248510782977
-37.84429933946451,145.00596499720245
-37.811383824643954,144.95466974164077
-37.814619463998895,144.9744434939978
-37.7831324457527,144.93442147836802
-37.79613738638526,144.9734739209516
-37.85225887720007,144.97481914322645
-37.83031882987833,144.93216246444214
-37.76292919830702,144.94734451275747
-37.76312998007745,144.98889730561694
-37.828452662154575,145.0141749624002
-37.796089395928114,144.94190797227563
-37.783486225705786,144.96343689459
-37.86690057922893,144.97324493358167
-37.84093335314148,144.9990677365795
-37.787377493038015,144.9986497954059
-37.816498939686355,144.99173004735877
-37.80180264059357,144.96091928187576
-37.80815784494565,144.9578896431062
-37.84162101964424,144.9308078945838
-37.791124964902046,144.9264068699728
-37.82085099644952,144.9188478065721
-37.792486368786285,144.97321420925243
-37.83591867252058,145.00989867904804
-37.79455449834314,144.96322411046023
-37.760691986574415,144.96696885724415
-37.78785473254413,144.97036294116225
-37.80670178494177,144.93763729822356
-37.81073301334038,145.00883158466564
-37.773481958723714,144.99108085894517
-37.82673524417652,144.99767975573528
-37.78394488462984,144.9380615824046
-37.81705660852396,144.98441811261944
-37.777305414536734,144.98042942492216
-37.776564352768254,144.94121637563921
-37.76275771261685,144.9372769308664
-37.80752033499889,145.0113084922473
-37.81051175003806,144.99857931758558
-37.83967101770765,144.9795432377043
-37.7907526537762,144.92140223698084
-37.83644486306351,144.99932753997527
-37.826731669081916,144.94994471693903
-37.844424404218856,144.97946653364752
-37.83762748181659,144.97519543680738
-37.75944606878889,144.97331323566095
-37.84325336808944,144.94252654934044
-37.815293152299546,145.0036206213854
-37.77938454896338,144.94344674371592
-37.78598334410138,144.95072035257243
-37.79438857896677,144.94160647090482
-37.81841247565112,144.92728136945018
-37.85677964377853,144.9990169718432
-37.773919858731496,144.95833917864633
-37.798147556033975,144.91668854838287
-37.783866655300976,144.94052444439262
-37.78239856930948,144.98969045279037
-37.783316050128256,144.9603695320535
-37.758678473056825,144.9573453536891
-37.802395003723284,144.92282850777292
-37.76282579934081,144.96691141310023
-37.83336330045403,144.93034955651763
-37.78745071805805,144.92392752715966
-37.812141345993645,144.9129925672828
-37.834212798416004,145.00518644099415
-37.836537455171985,144.9876164246034
-37.81738915226415,145.01021470829525
-37.8501934762682,144.97572171279637
-37.82154791174242,144.98274900478478
-37.841406908840874,144.9717695859889
-37.80752320013783,145.01177738027087
-37.767695427963986,144.9431304515983
-37.805644496520564,144.9894169488307
-37.82762146229559,144.98183989693277
-37.81013955044752,144.97045445740824
-37.77902654778497,144.95941813589465
-37.82444727297688,144.99944893438348
-37.80816128687954,144.91542617112088
-37.7826646669792,144.97000326430367
-37.8425449735341,144.96127455036807
-37.81844190705271,145.0087950815655
-37.80089461471598,144.99116196761858
-37.822099159949715,144.97876080018486
-37.78602914917829,144.9946097920726
-37.841191678476605,144.9363041195178
-37.830549807644985,144.9683031998581
-37.84359981362773,145.00279175804295
-37.77226603713517,144.95671384191016
-37.81816427323814,145.00193290012396
-37.805778238938835,144.96374299603465
-37.80072412962238,145.0042149521251
-37.84807906849484,144.98389970916415
-37.856518556692244,144.98983559377726
-37.82090581597033,144.935274980075
-37.80016782461891,144.94796212465263
-37.82152261040243,144.9528223774611
-37.8257600373209,144.97003550358224
-37.82601750939082,144.93924374465485
-37.83883948235724,144.9329449503076
-37.76416665059314,144.9901595609765
-37.77402568024035,144.95668527872013
-37.81296475789897,144.9791010083038
-37.7870921383441,144.93123544204462
-37.77065926819969,144.95230464878787
-37.79132544901712,144.93480708608297
-37.835909375231246,144.9448879535422
-37.81990966467932,144.96258184068063
-37.79773271902409,144.98377782277706
-37.7580141982189,144.95852486426224
-37.8194189678706,144.92297989792104
-37.781350585412575,144.97243230240323
-37.80050221454458,144.96039691586526
-37.81989155597466,144.9573050094399
-37.77971493301824,144.9764543497703
-37.80294032363081,145.01326999807503
-37.83788512621965,145.00842660984935
-37.816512373447345,144.94582240293698
-37.771288849991876,144.97540358941401
-37.792804906975604,144.96147099950957
-37.77237025344303,145.0010215307853
-37.83618695557316,144.95090301410661
-37.84911305879399,144.97197414695796
-37.7808399682967,144.93637815048677
-37.80882112441815,144.93057517656553
-37.78284549319778,144.99606581227758
-37.81064280940283,144.99274307732094
-37.79831546428085,145.00453165238673
-37.79996399466718,144.92257754747976
-37.77248990056677,144.93828937177398
-37.80943841493517,144.93069678318062
-37.78069896266201,144.98859977656105
-37.79386883676645,144.92988392396506
-37.818402204235895,144.97821069652437
-37.850241661911184,144.97156716372828
-37.82211962783816,144.92584507231484
-37.80729189781162,144.93810525411126
-37.78907388755251,144.92905805046652
-37.83124930784174,144.98979900001487
-37.84462725493673,144.94406798310132
-37.805254728929256,145.01463753611054
-37.84763429397609,144.99632088784017
-37.7759533688118,144.93723777360327
-37.755347921047814,144.95670717021014
-37.806704895956194,144.9702914521305
-37.77625301906216,145.00082187753333
-37.782067740378814,144.991974077881
-37.78561369284555,144.94225447172275
-37.76380159713167,144.9682606303632
-37.82698079781779,144.93919654199777
-37.842745719437815,144.9774100182227
-37.80173801474862,144.91628057934622
-37.8280810317237,144.9591627236133
-37.7988829729181,145.0088279215717
-37.826312655926806,144.96258111423586
-37.76099229031506,144.9739067667936
-37.857113151503,144.97042632469112
-37.84109943124089,144.9560313086997
-37.826066573274446,144.9628971547768
-37.78500341086297,144.91977752165928
-37.76373075262527,144.94028468014804
-37.82390598337721,144.96605363570202
-37.818252962675245,144.9409128138048
-37.83321580461038,144.9586458559524
-37.83698349191213,144.9496658647152
-37.79309579042713,144.9412248191522
-37.85934635790913,144.9886029450484
-37.79055284556475,144.93318680697192
-37.7743307690906,144.98819859993134
-37.79932495369885,144.92742241915562
-37.80069463268043,144.94784226617378
-37.78316119181805,144.96180463391062
-37.79556987024445,144.99994757623
-37.84471105886646,144.964130873173
-37.82035748486152,144.95375494142334
-37.781402311830504,144.9372406882085
-37.78369642703457,144.94620234179814
-37.77593388368592,144.95537911131228
-37.80383975935933,144.9757764547822
-37.82360297280462,144.95047579640905
-37.82800126313987,144.95316363494257
-37.80729001988395,144.96795104339014
-37.858190103387045,144.97285968720774
-37.794304174326854,144.96943374454574
-37.798622751233694,144.99594805192365
-37.82822562471745,144.91367307787684
-37.809719463220226,144.93236612612301
-37.76648220851267,144.93978883668987
-37.77481251029449,144.95453254469695
-37.76716938026715,144.9921241198627
-37.784244377560206,145.00534830999288
-37.81452358749519,144.95363194415222
-37.79274137788062,144.96144551536088
-37.78115715986404,144.94699333607386
-37.808054271462936,144.91468100000313
-37.80908804160207,144.94328603993742
-37.765692709557015,144.96426798214983
-37.818171912389666,144.9765483567974
-37.82491372421764,144.91135776868097
-37.823640412314546,144.96418086185784
-37.800984758665436,144.94727711208185
-37.78427748769918,144.960955178623
-37.774444604419976,144.96056397587463
-37.828252624665325,144.941363013971
-37.823493689576416,144.99773477231048
-37.768811472422335,144.9666153421819
-37.827137728880565,144.9943435424843
-37.80546479788952,144.9996932172631
-37.78372217213636,144.95561682275329
-37.846110982150215,144.95114383945236
-37.79939601055635,144.93819127010116
-37.84288549858503,144.97465352326216
-37.774604898451486,144.94831357130946
-37.79772075304033,145.0049222909575
-37.80181306275753,144.94197287518756
-37.761994685657875,144.94568927670196
-37.84025532949534,144.97681834044297
-37.76488315867397,144.95523982645997
-37.758744665200595,144.98038630579111
-37.76528457835973,144.93578720982413
-37.78316653847736,144.9312058587905
-37.823898197122226,144.93016838606582
-37.8141,144.963
-37.690710459031095,144.78546797639692
-37.7053218954533,144.77039400508838
-37.68857664444579,144.79441610022621
-37.700367692822816,144.80421135642464
-37.72051076863187,144.76427970490144
-37.696201121892734,144.8129731638891
-37.72708325151406,144.7943492594446
-37.70541968636017,144.8278603967527
-37.75769360031491,144.7678642406915
-37.72556194572104,144.84221094921176
-37.735483484921225,144.80784926183227
-37.74023715322327,144.82697619302104
-37.716359643252495,144.77809049356537
-37.72000459288638,144.83559805450932
-37.77222734525628,144.80264451448562
-37.74633865653319,144.76323753339383
-37.72323204489184,144.7764166292725
-37.7142356473418,144.81887487919087
-37.708296792611506,144.76831943229766
-37.722113266412784,144.81500094102938
-37.725291414361585,144.78447699419394
-37.710778744439274,144.7898821216697
-37.76126582175127,144.79009945392255
-37.75542324677475,144.8298183503702
-37.71861724304214,144.7989804107915
-37.72193006181327,144.833608899687
-37.747669478966,144.8421489153891
-37.73742024830566,144.8253698824965
-37.73739610848558,144.79935425686182
-37.71131547914919,144.81269693950125
-37.742427688531826,144.76038701240304
-37.70029392465928,144.77568950740223
-37.729773826158784,144.7814952614439
-37.709582636669175,144.7782677462208
-37.759642546945564,144.8131015800375
-37.75528779086047,144.78333170163972
-37.70900869226934,144.80963483744867
-37.703098534893854,144.8071042051169
-37.70477019777684,144.7819782614728
-37.71200882598269,144.77634815269005
-37.70750898036714,144.82681089770725
-37.761629465652945,144.8205963075394
-37.75854114532935,144.79284084773067
-37.69815360386243,144.7898484691356
-37.742318269533975,144.77694875287835
-37.75230600621398,144.76267894441702
-37.73318690231279,144.82025049740048
-37.71646142103821,144.76644933151942
-37.74562117110145,144.77432553553288
-37.73844943307402,144.83147958594677
-37.772246845425634,144.7829377943652
-37.734072906485586,144.83220232240984
-37.77334399772914,144.782384768698
-37.772185313886894,144.8112213841126
-37.71915697996749,144.78987532066412
-37.72184286947198,144.78266830215497
-37.718010669672715,144.81481094028825
-37.70633733600242,144.78950994401555
-37.73471102246546,144.7738170764872
-37.711458102748765,144.76189246132478
-37.726638066722515,144.83117132852828
-37.74277698557613,144.8256445570433
-37.74617108053327,144.79440674077966
-37.701648627107105,144.77602726557805
-37.74440723498832,144.7629332561178
-37.69456332109307,144.80482462079752
-37.750312634272504,144.79707866788837
-37.70347948333505,144.81910218666366
-37.71173763678738,144.83564566999894
-37.74811051671594,144.79859644370478
-37.72811717327928,144.82992768850946
-37.77947549995034,144.79808797818984
-37.71127101561163,144.82258375009326
-37.75105234627781,144.77475392944692
-37.70997341777311,144.81113002295393
-37.74341379609809,144.81352565483311
-37.742059837239744,144.81453614592579
-37.731124398840485,144.78838663179118
-37.74964293125315,144.78988019539887
-37.69963792487242,144.77286191969458
-37.71891254512742,144.77235360490792
-37.727213273515424,144.77913101699392
-37.71396526008314,144.76449277963522
-37.72907842651111,144.80771553973452
-37.761106817542135,144.79721555131488
-37.742705847741426,144.7894693863375
-37.73242161331267,144.7854965013059
-37.730618323794616,144.7576963268371
-37.737595179435964,144.822841642632
-37.73193985809088,144.80102444631427
-37.74915979932965,144.76823506645218
-37.708666038140116,144.8164329053404
-37.72719478255021,144.78054966428945
-37.70656349213462,144.77305094530115
-37.733559658495935,144.76171205818653
-37.702499286176526,144.81369883025448
-37.715875760494235,144.79450411959914
-37.70979694993179,144.831886212397
-37.71649233059349,144.7954720881481
-37.7651715566531,144.7853788466143
-37.690556890267054,144.80332793904785
-37.76358206624017,144.77469212187526
-37.71721142035941,144.78430840184333
-37.730906529103386,144.76813242389358
-37.72687052564059,144.76664319323797
-37.73724238565398,144.80579438595558
-37.76373870661112,144.81997123467298
-37.72253537913865,144.81770024509558
-37.729493566551234,144.7622701725121
-37.72623188570982,144.7740495285762
-37.77261773670456,144.8190781466626
-37.72761332177795,144.83496590021898
-37.711047007788224,144.76542915083633
-37.756012637850034,144.82877836676707
-37.722006904971934,144.83501936074217
-37.740315943685104,144.7876706490003
-37.69768874833283,144.788842315634
-37.76958799962575,144.78517806360406
-37.734813493757585,144.75923183988365
-37.726362270543035,144.78569556794872
-37.73776054303996,144.75671851737027
-37.74494626102421,144.83715976022788
-37.72427278392569,144.82496367408632
-37.709104470119684,144.80437821401011
-37.74097670591223,144.7579904762697
-37.74640270585935,144.83071947269906
-37.72863217091196,144.7761186035645
-37.703398210979586,144.7907850810278
-37.730806885293525,144.83199022308412
-37.70877610759863,144.82025703265265
-37.74907954623066,144.81906629516925
-37.749823017216976,144.80388917916625
-37.736705836360024,144.78977245027937
-37.77318168498253,144.78378260878347
-37.75482453057466,144.76298698476097
-37.75173497184144,144.777856681793
-37.75736049830058,144.80496313213976
-37.76754278345946,144.79974668429895
-37.73103858439181,144.8335560639842
-37.73520674116469,144.7943862513075
-37.705693074360305,144.7820000731003
-37.70166766425748,144.82923139530752
-37.72459294909546,144.77298530865733
-37.72157874355777,144.77931921821695
-37.713990045842436,144.7660337561782
-37.74546291907776,144.81759976165918
-37.73262161890215,144.75755361035777
-37.703891967017455,144.7764859564532
-37.73024168091789,144.75594235486435
-37.71678155969816,144.78703457261867
-37.77171541772767,144.80827697460478
-37.69678730707232,144.81902972626847
-37.748587735559504,144.7839770413922
-37.77170465369097,144.81779801315946
-37.709876277059166,144.79842156186973
-37.7052499310121,144.77574178345083
-37.70385816402556,144.82783265284337
-37.714263249113046,144.77720600895313
-37.73931980310945,144.76733998396597
-37.71810996037055,144.77298510894286
-37.775359076246325,144.79893452186644
-37.7314578729664,144.82978886512785
-37.76199526262271,144.821057667039
-37.749337029554894,144.7798607771877
-37.77258954285393,144.81809598198404
-37.71073136710371,144.82905510152392
-37.77145611254431,144.7915875971365
-37.72861144203195,144.77304377306427
-37.728628133351904,144.82616404494203
-37.74852067550025,144.79112112329267
-37.71413083849984,144.81233065109586
-37.71336665143335,144.83684730328596
-37.7067320863008,144.8343179749694
-37.711367538709844,144.80850010080337
-37.756781671339986,144.7941075949297
-37.744490747216176,144.77177858072633
-37.73716099923471,144.7940028200994
-37.774261593828165,144.80118617201444
-37.687756152908186,144.80390280774552
-37.71263572673967,144.80495622589314
-37.72843111101161,144.821647748393
-37.756504366583805,144.83832101645217
-37.72182043695794,144.77110352255278
-37.733018802051156,144.84166921336185
-37.72788048007341,144.8299676960347
-37.69094515582239,144.7971598757778
-37.711119032539585,144.78419637295144
-37.69794113297044,144.78383571120509
-37.76043192913896,144.7861704862004
-37.710294609701165,144.825997589838
-37.75434542543991,144.76443920869767
-37.74904380657271,144.8021095858613
-37.70854001382466,144.77604225656697
-37.71314071396933,144.77007104900505
-37.7460865627109,144.7694023782796
-37.75844027803274,144.81213687671695
-37.73442795857026,144.80508007463547
-37.710180887108145,144.83545324398818
-37.71554396131502,144.8253470680955
-37.716068687047965,144.7895913782514
-37.74271799829061,144.80367844362428
-37.70257210316781,144.8241813770032
-37.74643523168943,144.80604384224984
-37.69976117351548,144.80590939946813
-37.76783646065549,144.80492793433342
-37.71999396735639,144.79961529198192
-37.74722675394623,144.82466992379582
-37.72061604082345,144.8416089855042
-37.73686647216962,144.77023971768224
-37.71359054107567,144.82178415871684
-37.73721823606425,144.7822719678783
-37.7554942336755,144.8274728743439
-37.75052319205474,144.77865268770014
-37.752552105934356,144.78950922907185
-37.74390096364842,144.82082612268033
-37.76010994977929,144.81995518615707
-37.73640245817622,144.80812092757895
-37.7192415059961,144.77948983139197
-37.71894524397892,144.82787338266166
-37.7426986813651,144.81555149222126
-37.76790969462155,144.8087773228449
-37.71635417027027,144.83959074550648
-37.75765295224848,144.82107695410988
-37.76564070943773,144.8222636460313
-37.759225329265455,144.79159384744833
-37.74131206812906,144.77026860513655
-37.77556556011354,144.79713291581447
-37.72905375318559,144.81713734119657
-37.77200585922905,144.80543395084828
-37.715760277592615,144.78523286562952
-37.69747479170969,144.7773871095691
-37.7331241242207,144.7702274040884
-37.698654358964085,144.82074761784935
-37.714272172380475,144.80481162564905
-37.71920529963161,144.81431092807546
-37.70026243720448,144.78999665735375
-37.74708315897232,144.77349710955357
-37.74614893442155,144.77078596375648
-37.76120181555481,144.82514297014217
-37.7046414522198,144.7923686651867
-37.74009910112413,144.76949103115916
-37.73216941968449,144.7963036953193
-37.722523677467386,144.81706897133506
-37.72857897973674,144.83089448419287
-37.74905988100561,144.8324552147973
-37.70164700059276,144.8030348054782
-37.71768419916599,144.77602475179566
-37.71772941226249,144.82056028316524
-37.76658777622359,144.79013092046358
-37.752840373875834,144.8337989827788
-37.7333,144.8
-37.92089923109735,144.72683535680443
-37.85808984246344,144.72676373889277
-37.897581131823316,144.6845143783676
-37.85626361652798,144.6700067762395
-37.91597549698496,144.69832372482998
-37.91047291308086,144.69606170507663
-37.879601966778864,144.70643383512223
-37.89252330690919,144.74282354679576
-37.917115700159535,144.6719203918479
-37.876094493453856,144.66781626845588
-37.883268624249936,144.74032505182672
-37.92694030848434,144.68655593860535
-37.86551633344081,144.73122952191227
-37.884460807390994,144.693447845811
-37.869027750828586,144.7122954304119
-37.91213787344875,144.71879818622554
-37.86597174686535,144.7166876302755
-37.90180216072814,144.7291595624695
-37.86987764796281,144.7059428955889
-37.83694788297511,144.68882877903542
-37.891270397637186,144.7252339215689
-37.9037040164139,144.69836698653742
-37.888821455037544,144.65589161280474
-37.87404734339446,144.71662625649168
-37.86895012084143,144.70800564069668
-37.91193021956128,144.66474099521014
-37.86103351342195,144.7145614763314
-37.8512743852026,144.66788010535316
-37.841106051689955,144.70584246097607
-37.88086485849794,144.69693182310735
-37.88965909070555,144.66462925987648
-37.850542170364356,144.67343494034466
-37.87391357369797,144.69542856814954
-37.870857184429745,144.6815598137355
-37.861558165654124,144.6952184466847
-37.89546978065947,144.6569864509044
-37.87161699479083,144.7185752000855
-37.889493139884394,144.7072005865334
-37.89849735826548,144.69399245446144
-37.860344760959876,144.6810960270725
-37.838112884804474,144.68763753094814
-37.914709651917555,144.67956401806998
-37.854738084690794,144.7171248651482
-37.84599335535482,144.6935233220371
-37.85369212942287,144.68481003064548
-37.91406831188553,144.72544127207362
-37.881606937046854,144.74212192494284
-37.922252674884604,144.71312436809242
-37.85831537740921,144.7323097687757
-37.871290125035316,144.6736379378539
-37.88165555924454,144.72607459235678
-37.869850415528916,144.70658852807432
-37.85998810246395,144.7111518028569
-37.92291303228688,144.68957748861686
-37.84990624011184,144.68587339588015
-37.888839908253594,144.6712221158098
-37.88281193596055,144.68418649733817
-37.92646725472459,144.71251267841947
-37.9141262783112,144.72836719691276
-37.90255916697302,144.72734907560806
-37.88324307041123,144.7150571709026
-37.84523955528304,144.7000435473083
-37.87363903869563,144.68213646406878
-37.91054453649696,144.7268279127288
-37.8377256810035,144.7006350014909
-37.92108749889605,144.72274039181843
-37.92339788311187,144.71947923905046
-37.91551707197376,144.71163321835252
-37.88887294336211,144.68366482822518
-37.86228296971559,144.71107938012628
-37.85543877273746,144.71036099782606
-37.83951565031454,144.70771396505378
-37.8662067942425,144.70092632408745
-37.92385002558777,144.6850943947061
-37.869396221250284,144.73744886885893
-37.90945957808199,144.67973448281558
-37.838042255868835,144.70740298738158
-37.91274982243744,144.67692709400717
-37.86520178911188,144.6978097043752
-37.87740515177904,144.73871120448257
-37.897957918043645,144.71023582170602
-37.84179935654069,144.6953814175205
-37.84837987305093,144.69503154850372
-37.84987551821133,144.7246663565373
-37.86572576570614,144.7041032987247
-37.91446939339842,144.67635636080283
-37.85873430021626,144.66250722160248
-37.879459752153586,144.73080874360485
-37.89807850026428,144.73094663796567
-37.880255028560306,144.7220844995039
-37.919664881990045,144.71754195013384
